tournament,year,team,stage,pre_tournament_elo,n_matches_form,win_rate,avg_goal_diff,goals_for_per_match,goals_against_per_match,avg_opponent_elo,stage_order,group,avg_group_elo,max_group_elo,elo_minus_avg_group,group_elo_rank
african cup of nations,2017,Burkina Faso,Semi-Finalist,1560.89,12,0.583,0.083,1.083,1.0,1551.387,2,A,1549.53,1684.04,11.36,2.0
african cup of nations,2017,Ghana,Semi-Finalist,1648.58,12,0.625,0.417,1.083,0.667,1487.55,2,D,1621.592,1703.0,26.987,2.0
african cup of nations,2017,DR Congo,Quarter-Finalist,1610.23,12,0.667,1.083,1.833,0.75,1524.451,3,C,1619.195,1748.41,-8.965,2.0
african cup of nations,2017,Morocco,Quarter-Finalist,1605.81,12,0.667,0.833,1.167,0.333,1543.784,3,C,1619.195,1748.41,-13.385,3.0
african cup of nations,2017,Senegal,Quarter-Finalist,1761.24,12,0.792,1.25,1.75,0.5,1501.476,3,B,1671.082,1761.24,90.158,1.0
african cup of nations,2017,Tunisia,Quarter-Finalist,1670.39,12,0.708,0.833,1.583,0.75,1509.332,3,B,1671.082,1761.24,-0.692,3.0
african cup of nations,2017,Algeria,Round of 16,1684.29,12,0.708,2.25,3.333,1.083,1487.918,4,B,1671.082,1761.24,13.207,2.0
african cup of nations,2017,Gabon,Round of 16,1510.94,12,0.375,-0.333,0.75,1.083,1520.18,4,A,1549.53,1684.04,-38.59,3.0
african cup of nations,2017,Guinea-Bissau,Round of 16,1442.25,12,0.5,-0.167,1.083,1.25,1494.873,4,A,1549.53,1684.04,-107.28,4.0
african cup of nations,2017,Ivory Coast,Round of 16,1748.41,12,0.75,0.917,1.333,0.417,1566.076,4,C,1619.195,1748.41,129.215,1.0
african cup of nations,2017,Mali,Round of 16,1574.22,12,0.583,0.667,1.667,1.0,1511.226,4,D,1621.592,1703.0,-47.372,3.0
african cup of nations,2017,Togo,Round of 16,1512.33,12,0.542,0.417,1.333,0.917,1489.873,4,C,1619.195,1748.41,-106.865,4.0
african cup of nations,2017,Uganda,Round of 16,1560.57,12,0.375,-0.583,0.333,0.917,1528.928,4,D,1621.592,1703.0,-61.023,4.0
african cup of nations,2017,Zimbabwe,Round of 16,1568.41,12,0.708,1.417,1.833,0.417,1494.095,4,B,1671.082,1761.24,-102.672,4.0
gold cup,2017,United States,Champion,1729.0,12,0.667,1.333,2.167,0.833,1628.561,0,B,1590.212,1729.0,138.787,1.0
gold cup,2017,Jamaica,Runner-up,1493.32,12,0.25,-1.167,0.5,1.667,1633.863,1,C,1562.962,1821.03,-69.643,2.0
gold cup,2017,Costa Rica,Semi-Finalist,1748.52,12,0.75,1.0,1.917,0.917,1645.84,2,A,1620.64,1748.52,127.88,1.0
gold cup,2017,Mexico,Semi-Finalist,1821.03,12,0.667,0.5,1.75,1.25,1707.285,2,C,1562.962,1821.03,258.067,1.0
gold cup,2017,Canada,Quarter-Finalist,1570.88,12,0.5,-0.167,1.5,1.667,1591.712,3,A,1620.64,1748.52,-49.76,3.0
gold cup,2017,El Salvador,Quarter-Finalist,1468.37,12,0.292,-1.083,1.083,2.167,1565.649,3,C,1562.962,1821.03,-94.593,4.0
gold cup,2017,Honduras,Quarter-Finalist,1622.71,12,0.542,-0.417,1.333,1.75,1594.173,3,A,1620.64,1748.52,2.07,2.0
gold cup,2017,Panama,Quarter-Finalist,1672.96,12,0.417,-0.583,0.833,1.417,1717.351,3,B,1590.212,1729.0,82.747,2.0
gold cup,2017,Curaçao,Round of 16,1469.13,12,0.667,1.25,2.25,1.0,1455.148,4,C,1562.962,1821.03,-93.832,3.0
gold cup,2017,French Guiana,Round of 16,1540.45,12,0.625,0.833,2.0,1.167,1501.753,4,A,1620.64,1748.52,-80.19,4.0
gold cup,2017,Martinique,Round of 16,1543.87,12,0.583,0.75,1.667,0.917,1465.799,4,B,1590.212,1729.0,-46.343,3.0
gold cup,2017,Nicaragua,Round of 16,1415.02,12,0.375,0.0,1.25,1.25,1520.571,4,B,1590.212,1729.0,-175.193,4.0
fifa world cup,2018,France,Champion,1849.55,12,0.792,1.167,2.083,0.917,1673.53,0,C,1779.798,1849.55,69.752,1.0
fifa world cup,2018,Croatia,Runner-up,1788.86,12,0.583,0.25,1.083,0.833,1712.226,1,D,1750.96,1884.53,37.9,2.0
fifa world cup,2018,Belgium,Semi-Finalist,1831.44,12,0.917,2.417,3.167,0.75,1626.198,2,G,1760.358,1847.71,71.082,2.0
fifa world cup,2018,England,Semi-Finalist,1847.71,12,0.75,0.833,1.5,0.667,1683.873,2,G,1760.358,1847.71,87.352,1.0
fifa world cup,2018,Brazil,Quarter-Finalist,2018.08,12,0.792,1.583,1.833,0.25,1760.988,3,E,1797.625,2018.08,220.455,1.0
fifa world cup,2018,Russia,Quarter-Finalist,1621.11,12,0.333,-0.417,1.167,1.583,1799.734,3,A,1682.552,1801.85,-61.443,4.0
fifa world cup,2018,Sweden,Quarter-Finalist,1687.06,12,0.5,0.75,1.5,0.75,1659.723,3,F,1753.59,1865.9,-66.53,3.0
fifa world cup,2018,Uruguay,Quarter-Finalist,1801.85,12,0.542,0.167,1.25,1.083,1691.714,3,A,1682.552,1801.85,119.297,1.0
fifa world cup,2018,Argentina,Round of 16,1884.53,12,0.625,0.583,1.75,1.167,1696.272,4,D,1750.96,1884.53,133.57,1.0
fifa world cup,2018,Colombia,Round of 16,1839.22,12,0.583,0.75,1.583,0.833,1751.255,4,H,1750.212,1839.22,89.007,1.0
fifa world cup,2018,Denmark,Round of 16,1701.17,12,0.75,1.333,1.75,0.417,1648.108,4,C,1779.798,1849.55,-78.628,4.0
fifa world cup,2018,Japan,Round of 16,1681.88,12,0.417,-0.5,1.333,1.833,1690.556,4,H,1750.212,1839.22,-68.332,4.0
fifa world cup,2018,Mexico,Round of 16,1781.17,12,0.625,0.417,1.333,0.917,1683.215,4,F,1753.59,1865.9,27.58,2.0
fifa world cup,2018,Portugal,Round of 16,1817.95,12,0.792,1.167,1.917,0.75,1621.227,4,B,1818.815,1925.46,-0.865,2.0
fifa world cup,2018,Spain,Round of 16,1925.46,12,0.833,2.25,3.0,0.75,1660.118,4,B,1818.815,1925.46,106.645,1.0
fifa world cup,2018,Switzerland,Round of 16,1781.21,12,0.833,1.667,2.083,0.417,1560.16,4,E,1797.625,2018.08,-16.415,2.0
fifa world cup,2018,Australia,Group Stage,1730.4,12,0.625,0.333,1.417,1.083,1664.417,5,C,1779.798,1849.55,-49.398,3.0
fifa world cup,2018,Costa Rica,Group Stage,1716.25,12,0.333,-0.75,0.833,1.583,1718.428,5,E,1797.625,2018.08,-81.375,3.0
fifa world cup,2018,Egypt,Group Stage,1681.53,12,0.458,-0.25,0.667,0.917,1637.405,5,A,1682.552,1801.85,-1.023,2.0
fifa world cup,2018,Germany,Group Stage,1865.9,12,0.708,1.333,2.25,0.917,1720.344,5,F,1753.59,1865.9,112.31,1.0
fifa world cup,2018,Iceland,Group Stage,1656.61,12,0.5,0.667,2.0,1.333,1603.452,5,D,1750.96,1884.53,-94.35,4.0
fifa world cup,2018,Iran,Group Stage,1796.19,12,0.708,0.75,1.417,0.667,1619.562,5,B,1818.815,1925.46,-22.625,3.0
fifa world cup,2018,Morocco,Group Stage,1735.66,12,0.75,1.417,2.0,0.583,1645.881,5,B,1818.815,1925.46,-83.155,4.0
fifa world cup,2018,Nigeria,Group Stage,1673.84,12,0.5,0.167,1.333,1.167,1674.103,5,D,1750.96,1884.53,-77.12,3.0
fifa world cup,2018,Panama,Group Stage,1655.49,12,0.417,-0.333,1.083,1.417,1634.761,5,G,1760.358,1847.71,-104.868,4.0
fifa world cup,2018,Peru,Group Stage,1838.07,12,0.833,1.25,1.667,0.417,1684.542,5,C,1779.798,1849.55,58.272,2.0
fifa world cup,2018,Poland,Group Stage,1713.05,12,0.667,1.0,2.25,1.25,1609.402,5,H,1750.212,1839.22,-37.163,3.0
fifa world cup,2018,Saudi Arabia,Group Stage,1625.72,12,0.417,-0.5,1.083,1.583,1659.987,5,A,1682.552,1801.85,-56.832,3.0
fifa world cup,2018,Senegal,Group Stage,1766.7,12,0.667,0.75,1.25,0.5,1589.13,5,H,1750.212,1839.22,16.487,2.0
fifa world cup,2018,Serbia,Group Stage,1674.96,12,0.667,1.0,1.833,0.833,1601.643,5,E,1797.625,2018.08,-122.665,4.0
fifa world cup,2018,South Korea,Group Stage,1680.23,12,0.542,0.167,1.417,1.25,1591.083,5,F,1753.59,1865.9,-73.36,4.0
fifa world cup,2018,Tunisia,Group Stage,1706.79,12,0.583,0.333,1.25,0.917,1700.522,5,G,1760.358,1847.71,-53.568,3.0
afc asian cup,2019,Qatar,Champion,1580.42,12,0.667,0.5,1.667,1.167,1631.868,0,E,1584.812,1619.78,-4.392,3.0
afc asian cup,2019,Japan,Runner-up,1713.98,12,0.583,0.667,2.083,1.417,1714.446,1,F,1605.098,1713.98,108.882,1.0
afc asian cup,2019,Iran,Semi-Finalist,1809.5,12,0.708,0.417,1.083,0.667,1643.202,2,D,1582.54,1809.5,226.96,1.0
afc asian cup,2019,United Arab Emirates,Semi-Finalist,1573.77,12,0.417,-0.167,0.583,0.75,1491.419,2,A,1527.888,1573.77,45.882,1.0
afc asian cup,2019,Australia,Quarter-Finalist,1730.7,12,0.625,1.083,2.083,1.0,1662.704,3,B,1610.61,1730.7,120.09,1.0
afc asian cup,2019,China PR,Quarter-Finalist,1556.19,12,0.458,-0.5,0.833,1.333,1548.76,3,C,1552.022,1702.74,4.168,2.0
afc asian cup,2019,South Korea,Quarter-Finalist,1702.74,12,0.542,0.417,1.167,0.75,1713.971,3,C,1552.022,1702.74,150.717,1.0
afc asian cup,2019,Vietnam,Quarter-Finalist,1559.37,12,0.792,1.083,1.75,0.667,1401.072,3,D,1582.54,1809.5,-23.17,3.0
afc asian cup,2019,Bahrain,Round of 16,1546.19,12,0.583,1.167,1.75,0.583,1527.624,4,A,1527.888,1573.77,18.303,2.0
afc asian cup,2019,Iraq,Round of 16,1623.88,12,0.583,0.25,1.333,1.083,1603.93,4,D,1582.54,1809.5,41.34,2.0
afc asian cup,2019,Jordan,Round of 16,1517.33,12,0.458,0.0,0.833,0.833,1549.352,4,B,1610.61,1730.7,-93.28,4.0
afc asian cup,2019,Kyrgyzstan,Round of 16,1518.8,12,0.708,0.5,1.583,1.083,1488.533,4,C,1552.022,1702.74,-33.223,3.0
afc asian cup,2019,Oman,Round of 16,1615.94,12,0.667,0.083,0.833,0.75,1548.162,4,F,1605.098,1713.98,10.842,3.0
afc asian cup,2019,Saudi Arabia,Round of 16,1619.78,12,0.333,-0.917,0.75,1.667,1693.49,4,E,1584.812,1619.78,34.967,1.0
afc asian cup,2019,Thailand,Round of 16,1526.99,12,0.583,0.75,1.75,1.0,1452.817,4,A,1527.888,1573.77,-0.898,3.0
afc asian cup,2019,Uzbekistan,Round of 16,1621.74,12,0.333,-0.667,0.5,1.167,1693.287,4,F,1605.098,1713.98,16.642,2.0
afc asian cup,2019,India,Group Stage,1464.6,12,0.583,1.0,1.75,0.75,1434.097,5,A,1527.888,1573.77,-63.288,4.0
afc asian cup,2019,Lebanon,Group Stage,1547.46,12,0.625,0.417,1.167,0.75,1523.895,5,E,1584.812,1619.78,-37.352,4.0
afc asian cup,2019,North Korea,Group Stage,1591.59,12,0.542,0.417,1.5,1.083,1492.594,5,E,1584.812,1619.78,6.777,2.0
afc asian cup,2019,Palestine,Group Stage,1533.1,12,0.333,-0.667,0.667,1.333,1532.743,5,B,1610.61,1730.7,-77.51,3.0
afc asian cup,2019,Philippines,Group Stage,1430.36,12,0.5,-0.083,1.333,1.417,1442.745,5,C,1552.022,1702.74,-121.663,4.0
afc asian cup,2019,Syria,Group Stage,1661.31,12,0.5,-0.083,1.083,1.167,1565.241,5,B,1610.61,1730.7,50.7,2.0
afc asian cup,2019,Turkmenistan,Group Stage,1468.73,12,0.458,-0.417,1.083,1.5,1453.602,5,F,1605.098,1713.98,-136.368,4.0
afc asian cup,2019,Yemen,Group Stage,1337.41,12,0.333,-0.833,0.583,1.417,1488.768,5,D,1582.54,1809.5,-245.13,4.0
african cup of nations,2019,Algeria,Champion,1625.54,12,0.542,0.083,1.333,1.25,1567.548,0,C,1600.228,1786.55,25.312,2.0
african cup of nations,2019,Senegal,Runner-up,1786.55,12,0.75,0.833,1.583,0.75,1591.434,1,C,1600.228,1786.55,186.322,1.0
african cup of nations,2019,Nigeria,Semi-Finalist,1684.2,12,0.708,1.0,1.667,0.667,1555.201,2,B,1541.538,1684.2,142.662,1.0
african cup of nations,2019,Tunisia,Semi-Finalist,1715.91,12,0.667,0.583,1.75,1.167,1587.732,2,E,1569.02,1715.91,146.89,1.0
african cup of nations,2019,Benin,Quarter-Finalist,1560.91,12,0.708,0.333,1.167,0.833,1501.658,3,F,1578.75,1677.6,-17.84,3.0
african cup of nations,2019,Ivory Coast,Quarter-Finalist,1652.83,12,0.708,1.0,1.833,0.833,1476.897,3,D,1594.895,1669.25,57.935,2.0
african cup of nations,2019,Madagascar,Quarter-Finalist,1434.89,12,0.375,-0.5,0.833,1.333,1496.108,3,B,1541.538,1684.2,-106.648,4.0
african cup of nations,2019,South Africa,Quarter-Finalist,1583.13,12,0.667,1.083,1.667,0.583,1499.693,3,D,1594.895,1669.25,-11.765,3.0
african cup of nations,2019,Cameroon,Round of 16,1648.97,12,0.583,0.417,1.25,0.833,1558.233,4,F,1578.75,1677.6,70.22,2.0
african cup of nations,2019,DR Congo,Round of 16,1604.88,12,0.542,0.083,1.167,1.083,1552.092,4,A,1609.43,1670.06,-4.55,2.0
african cup of nations,2019,Egypt,Round of 16,1670.06,12,0.542,0.583,1.833,1.25,1583.588,4,A,1609.43,1670.06,60.63,1.0
african cup of nations,2019,Ghana,Round of 16,1677.6,12,0.708,1.083,1.667,0.583,1567.488,4,F,1578.75,1677.6,98.85,1.0
african cup of nations,2019,Guinea,Round of 16,1572.64,12,0.375,-0.583,0.917,1.5,1532.137,4,B,1541.538,1684.2,31.102,2.0
african cup of nations,2019,Mali,Round of 16,1587.26,12,0.542,0.417,1.083,0.667,1546.988,4,E,1569.02,1715.91,18.24,2.0
african cup of nations,2019,Morocco,Round of 16,1669.25,12,0.458,0.167,1.083,0.917,1603.432,4,D,1594.895,1669.25,74.355,1.0
african cup of nations,2019,Uganda,Round of 16,1577.23,12,0.542,0.167,0.75,0.583,1492.797,4,A,1609.43,1670.06,-32.2,4.0
african cup of nations,2019,Angola,Group Stage,1488.94,12,0.667,0.583,1.25,0.667,1481.805,5,E,1569.02,1715.91,-80.08,3.0
african cup of nations,2019,Burundi,Group Stage,1474.42,12,0.458,0.25,1.333,1.083,1505.623,5,B,1541.538,1684.2,-67.118,3.0
african cup of nations,2019,Guinea-Bissau,Group Stage,1427.52,12,0.333,-0.667,0.75,1.417,1509.741,5,F,1578.75,1677.6,-151.23,4.0
african cup of nations,2019,Kenya,Group Stage,1528.82,12,0.667,0.5,1.167,0.667,1504.862,5,C,1600.228,1786.55,-71.408,3.0
african cup of nations,2019,Mauritania,Group Stage,1483.97,12,0.458,-0.25,1.167,1.417,1507.695,5,E,1569.02,1715.91,-85.05,4.0
african cup of nations,2019,Namibia,Group Stage,1474.37,12,0.542,-0.083,1.167,1.25,1458.366,5,D,1594.895,1669.25,-120.525,4.0
african cup of nations,2019,Tanzania,Group Stage,1460.0,12,0.333,-0.333,0.917,1.25,1545.828,5,C,1600.228,1786.55,-140.227,4.0
african cup of nations,2019,Zimbabwe,Group Stage,1585.55,12,0.625,0.5,1.25,0.75,1498.793,5,A,1609.43,1670.06,-23.88,3.0
copa américa,2019,Brazil,Champion,2024.57,12,0.875,2.0,2.333,0.333,1700.728,0,A,1759.22,2024.57,265.35,1.0
copa américa,2019,Peru,Runner-up,1739.54,12,0.375,-0.333,1.0,1.333,1739.157,1,A,1759.22,2024.57,-19.68,2.0
copa américa,2019,Argentina,Semi-Finalist,1854.83,12,0.625,0.833,1.917,1.083,1722.067,2,B,1769.178,1882.72,85.652,2.0
copa américa,2019,Chile,Semi-Finalist,1785.37,12,0.5,-0.083,1.333,1.417,1692.779,2,C,1759.665,1801.89,25.705,2.0
copa américa,2019,Colombia,Quarter-Finalist,1882.72,12,0.75,1.167,1.917,0.75,1729.01,3,B,1769.178,1882.72,113.543,1.0
copa américa,2019,Paraguay,Quarter-Finalist,1639.1,12,0.333,-0.25,1.25,1.5,1714.768,3,B,1769.178,1882.72,-130.078,4.0
copa américa,2019,Uruguay,Quarter-Finalist,1801.89,12,0.583,0.75,1.75,1.0,1747.269,3,C,1759.665,1801.89,42.225,1.0
copa américa,2019,Venezuela,Quarter-Finalist,1709.13,12,0.458,0.167,1.5,1.333,1719.236,3,A,1759.22,2024.57,-50.09,3.0
copa américa,2019,Bolivia,Round of 16,1563.64,12,0.292,-0.75,0.75,1.5,1655.663,4,A,1759.22,2024.57,-195.58,4.0
copa américa,2019,Ecuador,Round of 16,1710.12,12,0.458,0.083,1.333,1.25,1678.797,4,C,1759.665,1801.89,-49.545,4.0
copa américa,2019,Japan,Round of 16,1741.28,12,0.792,1.0,1.583,0.583,1617.71,4,C,1759.665,1801.89,-18.385,3.0
copa américa,2019,Qatar,Round of 16,1700.06,12,0.75,1.417,1.917,0.5,1664.995,4,B,1769.178,1882.72,-69.118,3.0
gold cup,2019,Mexico,Champion,1780.05,12,0.417,-0.5,1.417,1.917,1774.182,0,A,1614.752,1780.05,165.297,1.0
gold cup,2019,United States,Runner-up,1685.86,12,0.417,-0.417,0.917,1.333,1759.255,1,D,1558.175,1685.86,127.685,1.0
gold cup,2019,Haiti,Semi-Finalist,1587.46,12,0.625,1.25,2.75,1.5,1564.815,2,B,1539.215,1680.62,48.245,2.0
gold cup,2019,Jamaica,Semi-Finalist,1602.41,12,0.667,1.25,2.167,0.917,1489.934,2,C,1571.87,1615.84,30.54,2.0
gold cup,2019,Canada,Quarter-Finalist,1619.3,12,0.75,1.75,2.417,0.667,1509.474,3,A,1614.752,1780.05,4.547,2.0
gold cup,2019,Costa Rica,Quarter-Finalist,1680.62,12,0.292,-0.917,1.0,1.917,1743.618,3,B,1539.215,1680.62,141.405,1.0
gold cup,2019,Curaçao,Quarter-Finalist,1486.96,12,0.625,1.5,2.5,1.0,1506.158,3,C,1571.87,1615.84,-84.91,4.0
gold cup,2019,Panama,Quarter-Finalist,1581.99,12,0.125,-1.833,0.5,2.333,1744.93,3,D,1558.175,1685.86,23.815,2.0
gold cup,2019,Bermuda,Round of 16,1476.81,12,0.458,0.25,2.167,1.917,1439.48,4,B,1539.215,1680.62,-62.405,3.0
gold cup,2019,Cuba,Round of 16,1481.7,12,0.5,1.0,2.167,1.167,1459.214,4,A,1614.752,1780.05,-133.052,4.0
gold cup,2019,El Salvador,Round of 16,1582.27,12,0.75,0.5,1.333,0.833,1597.106,4,C,1571.87,1615.84,10.4,3.0
gold cup,2019,Guyana,Round of 16,1463.2,12,0.417,0.917,2.25,1.333,1426.063,4,D,1558.175,1685.86,-94.975,4.0
gold cup,2019,Honduras,Round of 16,1615.84,12,0.375,-1.083,0.75,1.833,1716.179,4,C,1571.87,1615.84,43.97,1.0
gold cup,2019,Martinique,Round of 16,1577.96,12,0.625,0.833,1.833,1.0,1480.269,4,A,1614.752,1780.05,-36.793,3.0
gold cup,2019,Nicaragua,Round of 16,1411.97,12,0.417,-0.25,1.5,1.75,1504.206,4,B,1539.215,1680.62,-127.245,4.0
gold cup,2019,Trinidad and Tobago,Round of 16,1501.65,12,0.417,-0.167,0.75,0.917,1614.173,4,D,1558.175,1685.86,-56.525,3.0
copa américa,2021,Argentina,Champion,1898.79,12,0.75,1.167,2.0,0.833,1772.271,0,D,1898.79,1898.79,0.0,1.0
copa américa,2021,Brazil,Runner-up,1983.14,12,0.708,1.25,1.917,0.667,1756.448,1,A,1983.14,1983.14,0.0,1.0
copa américa,2021,Colombia,Semi-Finalist,1867.17,12,0.542,-0.25,1.25,1.5,1781.935,2,C,1791.3,1867.17,75.87,1.0
copa américa,2021,Peru,Semi-Finalist,1733.7,12,0.25,-1.0,0.75,1.75,1841.923,2,H,1733.7,1733.7,0.0,1.0
copa américa,2021,Chile,Quarter-Finalist,1768.91,12,0.458,0.0,1.25,1.25,1745.113,3,E,1802.87,1836.83,-33.96,2.0
copa américa,2021,Ecuador,Quarter-Finalist,1715.43,12,0.583,0.5,2.0,1.5,1740.828,3,C,1791.3,1867.17,-75.87,2.0
copa américa,2021,Paraguay,Quarter-Finalist,1698.31,12,0.5,-0.083,1.0,1.083,1713.383,3,F,1698.31,1698.31,0.0,1.0
copa américa,2021,Uruguay,Quarter-Finalist,1836.83,12,0.625,0.25,1.333,1.083,1757.755,3,E,1802.87,1836.83,33.96,1.0
copa américa,2021,Bolivia,Round of 16,1555.83,12,0.25,-1.083,1.333,2.417,1751.129,4,G,1555.83,1555.83,0.0,1.0
copa américa,2021,Venezuela,Round of 16,1717.11,12,0.5,0.167,1.333,1.167,1726.377,4,B,1717.11,1717.11,0.0,1.0
gold cup,2021,United States,Champion,1763.59,12,0.875,2.583,3.25,0.667,1625.06,0,B,1648.617,1763.59,114.973,1.0
gold cup,2021,Mexico,Runner-up,1841.78,12,0.708,0.917,1.667,0.75,1687.077,1,A,1626.54,1841.78,215.24,1.0
gold cup,2021,Canada,Semi-Finalist,1682.34,12,0.833,2.917,3.583,0.667,1497.207,2,B,1648.617,1763.59,33.723,2.0
gold cup,2021,Qatar,Semi-Finalist,1676.12,12,0.667,0.5,1.583,1.083,1533.253,2,D,1569.408,1676.12,106.712,1.0
gold cup,2021,Costa Rica,Quarter-Finalist,1606.5,12,0.292,-0.667,0.583,1.25,1661.377,3,C,1572.502,1644.66,33.997,2.0
gold cup,2021,El Salvador,Quarter-Finalist,1594.36,12,0.667,1.083,1.833,0.75,1478.654,3,A,1626.54,1841.78,-32.18,3.0
gold cup,2021,Honduras,Quarter-Finalist,1604.05,12,0.542,0.417,1.333,0.917,1584.697,3,D,1569.408,1676.12,34.642,3.0
gold cup,2021,Jamaica,Quarter-Finalist,1644.66,12,0.667,1.167,2.25,1.083,1529.86,3,C,1572.502,1644.66,72.158,1.0
gold cup,2021,Grenada,Round of 16,1380.23,12,0.583,0.0,1.0,1.0,1418.53,4,D,1569.408,1676.12,-189.178,4.0
gold cup,2021,Guadeloupe,Round of 16,1505.2,12,0.583,1.083,2.167,1.083,1436.395,4,C,1572.502,1644.66,-67.303,4.0
gold cup,2021,Guatemala,Round of 16,1594.42,12,0.833,2.417,2.583,0.167,1437.628,4,A,1626.54,1841.78,-32.12,2.0
gold cup,2021,Haiti,Round of 16,1591.97,12,0.542,1.167,2.25,1.083,1514.769,4,B,1648.617,1763.59,-56.647,3.0
gold cup,2021,Martinique,Round of 16,1556.57,12,0.625,0.667,1.833,1.167,1506.144,4,B,1648.617,1763.59,-92.047,4.0
gold cup,2021,Panama,Round of 16,1617.23,12,0.667,1.083,2.083,1.0,1552.467,4,D,1569.408,1676.12,47.822,2.0
gold cup,2021,Suriname,Round of 16,1533.65,12,0.708,1.917,2.833,0.917,1415.09,4,C,1572.502,1644.66,-38.852,3.0
gold cup,2021,Trinidad and Tobago,Round of 16,1475.6,12,0.458,0.583,2.333,1.75,1513.448,4,A,1626.54,1841.78,-150.94,4.0
uefa euro,2021,Italy,Champion,1866.17,12,0.917,2.667,2.75,0.083,1545.159,0,A,1765.515,1866.17,100.655,1.0
uefa euro,2021,England,Runner-up,1887.08,12,0.792,1.5,1.917,0.417,1649.288,1,D,1730.155,1887.08,156.925,1.0
uefa euro,2021,Denmark,Semi-Finalist,1824.34,12,0.833,2.083,2.583,0.5,1659.281,2,B,1758.33,1932.21,66.01,2.0
uefa euro,2021,Spain,Semi-Finalist,1912.76,12,0.708,1.417,1.917,0.5,1696.334,2,E,1742.5,1912.76,170.26,1.0
uefa euro,2021,Belgium,Quarter-Finalist,1932.21,12,0.792,1.667,2.583,0.917,1704.868,3,B,1758.33,1932.21,173.88,1.0
uefa euro,2021,Czech Republic,Quarter-Finalist,1674.35,12,0.542,0.25,1.5,1.25,1621.718,3,D,1730.155,1887.08,-55.805,3.0
uefa euro,2021,Switzerland,Quarter-Finalist,1783.51,12,0.625,1.0,2.167,1.167,1703.692,3,A,1765.515,1866.17,17.995,2.0
uefa euro,2021,Ukraine,Quarter-Finalist,1729.86,12,0.417,-0.667,1.083,1.75,1706.129,3,C,1698.688,1820.58,31.172,2.0
uefa euro,2021,Austria,Round of 16,1681.42,12,0.625,0.25,1.417,1.167,1604.643,4,C,1698.688,1820.58,-17.267,3.0
uefa euro,2021,Croatia,Round of 16,1732.04,12,0.417,-0.083,1.5,1.583,1680.603,4,D,1730.155,1887.08,1.885,2.0
uefa euro,2021,France,Round of 16,1931.24,12,0.833,1.583,2.333,0.75,1698.327,4,F,1817.438,1931.24,113.803,1.0
uefa euro,2021,Germany,Round of 16,1828.57,12,0.667,0.583,2.167,1.583,1685.389,4,F,1817.438,1931.24,11.132,3.0
uefa euro,2021,Netherlands,Round of 16,1820.58,12,0.583,0.917,1.917,1.0,1647.277,4,C,1698.688,1820.58,121.892,1.0
uefa euro,2021,Portugal,Round of 16,1885.58,12,0.75,1.583,2.083,0.5,1670.52,4,F,1817.438,1931.24,68.142,2.0
uefa euro,2021,Sweden,Round of 16,1747.64,12,0.583,0.083,1.417,1.333,1691.212,4,E,1742.5,1912.76,5.14,2.0
uefa euro,2021,Wales,Round of 16,1709.55,12,0.625,-0.083,0.75,0.833,1705.603,4,A,1765.515,1866.17,-55.965,3.0
uefa euro,2021,Finland,Group Stage,1609.37,12,0.5,-0.25,1.25,1.5,1659.312,5,B,1758.33,1932.21,-148.96,4.0
uefa euro,2021,Hungary,Group Stage,1624.36,12,0.75,1.0,1.833,0.833,1536.521,5,F,1817.438,1931.24,-193.078,4.0
uefa euro,2021,North Macedonia,Group Stage,1562.89,12,0.667,0.917,2.0,1.083,1500.438,5,C,1698.688,1820.58,-135.797,4.0
uefa euro,2021,Poland,Group Stage,1699.8,12,0.583,0.75,1.917,1.167,1671.272,5,E,1742.5,1912.76,-42.7,3.0
uefa euro,2021,Russia,Group Stage,1667.4,12,0.5,-0.25,1.25,1.5,1568.142,5,B,1758.33,1932.21,-90.93,3.0
uefa euro,2021,Scotland,Group Stage,1627.15,12,0.625,0.5,1.25,0.75,1580.974,5,D,1730.155,1887.08,-103.005,4.0
uefa euro,2021,Slovakia,Group Stage,1609.8,12,0.5,-0.083,0.917,1.0,1541.867,5,E,1742.5,1912.76,-132.7,4.0
uefa euro,2021,Turkey,Group Stage,1702.83,12,0.667,0.583,2.167,1.583,1607.497,5,A,1765.515,1866.17,-62.685,4.0
african cup of nations,2022,Senegal,Champion,1756.1,12,0.792,1.083,1.917,0.833,1477.428,0,B,1557.732,1756.1,198.367,1.0
african cup of nations,2022,Egypt,Runner-up,1712.86,12,0.75,1.167,1.75,0.583,1546.239,1,D,1570.192,1712.86,142.667,1.0
african cup of nations,2022,Burkina Faso,Semi-Finalist,1639.18,12,0.625,0.833,1.417,0.583,1496.028,2,A,1591.898,1684.06,47.283,2.0
african cup of nations,2022,Cameroon,Semi-Finalist,1684.06,12,0.75,1.083,1.667,0.583,1540.559,2,A,1591.898,1684.06,92.162,1.0
african cup of nations,2022,Equatorial Guinea,Quarter-Finalist,1496.54,12,0.583,0.083,1.083,1.0,1563.792,3,E,1622.798,1827.75,-126.258,3.0
african cup of nations,2022,Gambia,Quarter-Finalist,1479.93,12,0.542,0.083,1.083,1.0,1491.595,3,F,1577.898,1697.44,-97.967,3.0
african cup of nations,2022,Morocco,Quarter-Finalist,1746.76,12,0.958,2.5,2.75,0.25,1573.748,3,C,1587.028,1746.76,159.733,1.0
